Date,Open,High,Low,Close,Volume,Adj_Close
2016-04-04,750.8563971124717,754.347886467194,745.2515862324539,748.8809204101562,1239310,748.8809204101562
2016-04-05,749.7537940232648,750.1672724051012,734.593331276471,735.7877807617188,2570634,735.7877807617188
2016-04-06,739.1875655126142,745.251729447744,733.261190346869,743.8275756835938,1809628,743.8275756835938
2016-04-07,744.2409191501879,756.0936673316468,739.738698565274,745.8029174804688,2221164,745.8029174804688
2016-04-08,741.5304912828348,751.0862007553087,741.5304912828348,745.8489379882812,1088142,745.8489379882812
2016-04-11,756.185504161376,758.9419519286714,743.5058556478317,750.9482421875,2757166,750.9482421875
2016-04-12,753.1535284892772,759.9068040345028,750.0754610692809,756.7368774414062,1942717,756.7368774414062
2016-04-13,759.0338346242986,768.0382758073904,756.1855276084717,765.4196166992188,2310970,765.4196166992188
2016-04-18,765.5114753390482,772.8620024029096,760.1363687755569,769.783935546875,2257502,769.783935546875
2016-04-20,768.2218378411849,768.2218378411849,758.2067796617168,761.2847900390625,2134965,761.2847900390625
2016-04-21,764.133218477178,769.8758174975378,759.6769279893377,765.28173828125,1381380,765.28173828125
2016-04-22,759.8608527940253,761.1931472464998,751.7293534035334,753.6129150390625,2527855,753.6129150390625
2016-04-25,753.4291473761559,754.4858082465814,736.890458775216,743.184326171875,3644370,743.184326171875
2016-04-26,739.6467391833851,751.223796147272,732.2962125828049,748.2836303710938,4083983,748.2836303710938
2016-04-27,747.9161688384095,749.8456598640711,743.5058635797014,747.8702392578125,1364080,747.8702392578125
2016-04-28,752.5103459135747,752.5103459135747,735.0528409412208,736.8445434570312,4828596,736.8445434570312
2016-04-29,739.6468345413098,747.2729956565904,736.890386710721,745.4353637695312,2339763,745.4353637695312
2016-05-02,747.6864165235207,749.8915970503648,739.187369699751,745.8947143554688,1083227,745.8947143554688
2016-05-03,742.5870540391828,747.5486264679076,716.6764333111494,733.44482421875,5809209,733.44482421875
2016-05-04,734.1338893639526,740.9331493195018,723.1540283633335,738.9117431640625,2523074,738.9117431640625
2016-05-05,758.5285799228494,760.7796904645155,741.0251453618741,744.6544799804688,3065087,744.6544799804688
2016-05-06,744.194998419423,748.8350078039106,737.1201043075918,739.0955810546875,1464262,739.0955810546875
2016-05-09,739.6469738029344,745.89491217929,731.377628754206,739.922607421875,2556690,739.922607421875
2016-05-10,740.5657396891563,745.1598199601809,735.3284769641721,737.0283203125,2156929,737.0283203125
2016-05-11,734.1340127553743,740.5657250072989,727.7023005034499,731.6531982421875,2268518,731.6531982421875
2016-05-12,730.550508495223,740.2899908010818,730.550508495223,738.3145141601562,1962391,738.3145141601562
2016-05-13,739.9684939403669,739.9684939403669,728.1617299622857,730.5046997070312,2454738,730.5046997070312
2016-05-16,734.9610716125186,736.890563123825,727.4267678558334,733.0774536132812,2035038,733.0774536132812
2016-05-17,735.9714904252103,737.4415733423468,731.8368191306866,734.9608154296875,2505291,734.9608154296875
2016-05-18,734.08807593032,734.1799351009809,726.7834773002246,730.734375,2244494,730.734375
2016-05-19,732.296476904451,732.9396594301712,725.8647638074232,728.1618041992188,3114189,728.1618041992188
2016-05-20,733.1233313528445,733.1233313528445,725.8646622978342,727.1050415039062,2460489,727.1050415039062
2016-05-23,728.6210618009071,729.2642441937958,716.0332718375117,720.8570556640625,2403975,720.8570556640625
2016-05-24,722.1893525065234,723.1081684766335,708.4071129548722,709.6015625,2249441,709.6015625
2016-05-25,715.1144643226377,725.7727633134158,708.5908933121341,721.6840209960938,1556315,721.6840209960938
2016-05-26,717.6870904526661,724.0269427130199,711.2094494527838,716.0791625976562,1900809,716.0791625976562
2016-05-27,730.4588024354281,760.7797338572761,725.9565810953018,757.9773559570312,3675225,757.9773559570312
2016-05-30,763.5361164894435,773.6430927606635,742.6330519285111,746.1704711914062,4888391,746.1704711914062
2016-05-31,727.7021455567847,734.1338564392311,694.6247753042036,700.8267822265625,15706495,700.8267822265625
2016-06-01,704.7778025548845,708.7746858084374,691.3631113684356,693.2926025390625,4921709,693.2926025390625
2016-06-02,693.7978840151138,696.9218805988057,684.1043872017055,686.1257934570312,4900285,686.1257934570312
2016-06-03,690.8576457717194,690.8576457717194,675.3755653710869,677.4888305664062,5944789,677.4888305664062
2016-06-06,688.1013240041667,689.1119991709195,663.2473063700064,665.59033203125,6330743,665.59033203125
2016-06-07,668.8979666155535,681.6695298936756,652.497125443066,678.8211669921875,7369626,678.8211669921875
2016-06-08,683.5990158949442,684.4719021984586,674.7784058638119,678.0861206054688,3384926,678.0861206054688
2016-06-09,678.0862166150562,684.7476326996892,672.1139125391784,682.4046630859375,3948805,682.4046630859375
2016-06-10,685.2988914155395,686.3555522479526,678.4537570771292,681.210205078125,2785032,681.210205078125
2016-06-13,678.5456212539873,687.2743733215741,673.6299780479567,685.8502197265625,2918950,685.8502197265625
2016-06-14,687.2743950923751,693.7061073459134,685.9421006238404,692.5116577148438,2789220,692.5116577148438
2016-06-15,695.4519234790674,696.7841619503396,689.1120700030062,690.5821533203125,1417625,690.5821533203125
2016-06-16,690.9496627374778,694.9464900832488,682.4046847733629,693.3385620117188,2717995,693.3385620117188
2016-06-17,695.0843165109703,696.6003853702896,680.015711407716,682.8640747070312,3317924,682.8640747070312
2016-06-20,679.7861328125,685.528733975274,674.273235696237,679.7861328125,3323011,679.7861328125
2016-06-21,680.9345366803478,684.7017160474091,675.5135557571327,676.5242309570312,3703466,676.5242309570312
2016-06-22,679.877928427254,681.2102228785647,672.022062635153,679.9697875976562,3715759,679.9697875976562
2016-06-23,683.5530699200606,696.2786471426481,682.6801836374846,691.5007934570312,3909660,691.5007934570312
2016-06-24,686.9986773138016,702.8941815765775,674.4108879440626,693.476318359375,7640809,693.476318359375
2016-06-27,695.5436110883229,712.633563776827,692.1439811655364,710.9337768554688,4493497,710.9337768554688
2016-06-28,711.1636303849307,716.0792738735174,701.5619913426578,702.9861450195312,2788888,702.9861450195312
2016-06-29,708.1315258949991,711.5770860092409,705.2831625525112,707.7639770507812,2460436,707.7639770507812
2016-06-30,712.0823078824216,713.8280804886133,699.218885546481,701.1483764648438,4538392,701.1483764648438
2016-07-01,706.5694451929306,706.9829235745328,700.1836633083972,701.3781127929688,2656477,701.3781127929688
2016-07-04,705.8803581650399,711.8985914605523,703.9508670895574,708.2233276367188,1575107,708.2233276367188
2016-07-05,710.1988931811957,714.8389031229825,702.2051821487653,711.623046875,2746347,711.623046875
2016-07-07,714.8388696213946,719.387020174976,712.0824215380215,715.0226440429688,2515212,715.0226440429688
2016-07-08,718.4681366870258,721.2705140926447,711.5770171256311,714.37939453125,2174896,714.37939453125
2016-07-11,724.9457397460938,729.4479600548725,718.0546205469864,724.9457397460938,4771555,724.9457397460938
2016-07-12,728.4372763427821,728.6210507494022,714.9766562790003,719.4788208007812,3402732,719.4788208007812
2016-07-13,722.9703387411894,730.3208666555132,712.082391700128,715.3441772460938,3546248,715.3441772460938
2016-07-14,711.7608169508662,711.7608169508662,704.5940074869897,706.156005859375,4148326,706.156005859375
2016-07-15,709.325979220477,711.8986529031881,702.0673101098935,707.8558959960938,5462554,707.8558959960938
2016-07-18,711.4391674678403,717.5952454502013,708.315226935948,713.6443481445312,3096502,713.6443481445312
2016-07-19,716.6765328724701,723.1082453469667,714.4713518777527,718.8817138671875,3030866,718.8817138671875
2016-07-20,721.6382350103072,733.4909298347012,718.1007591437334,732.5261840820312,4592908,732.5261840820312
2016-07-21,735.0526311016614,740.565525834924,726.7832890017678,729.7235107421875,3452258,729.7235107421875
2016-07-22,731.3776782027202,731.3776782027202,718.5142517016674,722.7407836914062,2552125,722.7407836914062
2016-07-25,724.0270318937539,739.6469044092283,723.108215863432,738.7280883789062,3836740,738.7280883789062
2016-07-26,741.4843742665881,742.4031900959147,730.5504434655742,733.5825805664062,2827707,733.5825805664062
2016-07-27,732.342275240647,744.2409535535998,727.013153702822,742.3114624023438,2447955,742.3114624023438
2016-07-28,744.6085364461607,760.7796762138431,743.7815795834614,758.4367065429688,3981433,758.4367065429688
2016-07-29,758.0231996835394,771.6216652618466,753.9344572692307,762.5713500976562,3056996,762.5713500976562
2016-08-01,769.8759296986213,771.8054208186372,755.9099156296974,767.80859375,2052236,767.80859375
2016-08-02,770.8864625367562,778.6963969009546,759.7228280429638,761.6064453125,2135409,761.6064453125
2016-08-03,765.098130197645,778.558751579116,754.6236048757477,771.4379272460938,2105776,771.4379272460938
2016-08-04,773.6429611261686,785.5416378369379,771.897188544331,779.6611938476562,2609726,779.6611938476562
2016-08-05,783.658246272064,785.082399960435,769.094977956569,773.55126953125,1908271,773.55126953125
2016-08-08,773.6889275579101,776.2616008957427,762.9847558301256,765.1898803710938,3382787,765.1898803710938
2016-08-09,766.2925363204635,767.3951267254293,755.8180115934045,762.02001953125,1896252,762.02001953125
2016-08-10,764.179436826433,765.3738866580205,748.8811248231412,751.2700805664062,1315780,751.2700805664062
2016-08-11,748.1917594250071,752.3264308825592,721.4542397648659,742.6329345703125,6662203,742.6329345703125
2016-08-12,750.4889270909385,758.8501866677249,726.3700061426556,735.5581665039062,8732728,735.5581665039062
2016-08-16,742.724884126164,742.724884126164,717.7790636107233,719.1572875976562,5115466,719.1572875976562
2016-08-17,715.5280898756282,726.5998134692431,710.0611224673024,721.2706909179688,3550406,721.2706909179688
2016-08-18,725.8645531747528,729.9073655231978,721.729881669327,724.761962890625,1585900,724.761962890625
2016-08-19,728.3915066206948,729.0806187367031,716.309051754649,720.1680908203125,3217425,720.1680908203125
2016-08-22,720.5815315703385,721.2706436502591,702.8943215190424,707.5802612304688,5501620,707.5802612304688
2016-08-23,708.1313743764459,708.1313743764459,698.3000337380674,700.459228515625,3756220,700.459228515625
2016-08-24,702.8942003121936,712.4039229432109,701.5619059714038,707.212646484375,3806381,707.212646484375
2016-08-25,711.1176100860647,714.195621062155,700.1836779356375,702.8482666015625,2285008,702.8482666015625
2016-08-26,704.0427671178055,706.247947972131,691.6387509924022,693.935791015625,1978922,693.935791015625
2016-08-29,696.3707955062466,700.5054682583695,685.9881279535118,697.6571044921875,2362413,697.6571044921875
2016-08-30,701.7916139741561,713.9199957747618,699.1730109390587,711.9445190429688,1726397,711.9445190429688
2016-08-31,714.8388215529282,718.5140854169535,708.6827433646705,712.6796264648438,3405144,712.6796264648438
2016-09-01,712.6337811928852,715.6659193421048,704.9616887973439,707.5343627929688,1183855,707.5343627929688
2016-09-02,711.1635416135189,720.627334633446,705.6506459420962,718.8356323242188,1867621,718.8356323242188
2016-09-06,722.1894004322567,724.9458485255095,715.1145057768915,719.1113891601562,1556462,719.1113891601562
2016-09-07,719.43286438282,720.857017840871,713.506490490855,715.9873046875,1353192,715.9873046875
2016-09-08,717.597306340745,744.9672036018183,715.1133044345236,743.4031982421875,3663747,743.4031982421875
2016-09-09,746.1171868859029,753.0171608706677,730.5692230460467,733.6512451171875,4003165,733.6512451171875
2016-09-12,725.8771952164194,732.2251931487446,716.7692079486707,724.0831909179688,2621800,724.0831909179688
2016-09-14,731.3972597925876,732.5012668868522,712.4453532575576,717.4592895507812,3858523,717.4592895507812
2016-09-15,721.2773614245382,729.1893100201255,719.5753901116238,723.4393310546875,1479337,723.4393310546875
2016-09-16,726.8434245388673,730.4774229489544,718.7474643310713,721.0934448242188,2303954,721.0934448242188
2016-09-19,721.7833206651025,726.5213256117921,718.1033342683372,719.8973388671875,1283403,719.8973388671875
2016-09-20,722.1973667297854,723.6693389017547,714.8373935656601,716.4473876953125,2078649,716.4473876953125
2016-09-21,719.4372570172212,721.7372482480947,714.2392543745954,716.5392456054688,1572757,716.5392456054688
2016-09-22,723.1631812111921,725.7391599799229,720.6331910334496,723.8071899414062,1730313,723.8071899414062
2016-09-23,726.8893266323101,727.4873469123158,715.7573896905238,717.6433715820312,1768021,717.6433715820312
2016-09-26,718.5173345733418,721.5073234816176,703.4293680830347,704.8554077148438,2308824,704.8554077148438
2016-09-27,705.1774511025319,714.7454389795217,704.8554747272683,708.5354614257812,1556490,708.5354614257812
2016-09-28,704.901421048389,711.8473842947634,702.3254417443734,703.6134033203125,2342694,703.6134033203125
2016-09-29,707.4774664681955,708.3974631736158,673.4375883676452,676.9795532226562,5321213,676.9795532226562
2016-09-30,680.7515034606694,685.3974751152514,676.2894862065564,683.281494140625,2051308,683.281494140625
2016-10-03,689.9974337902983,700.1173961525559,689.9974337902983,696.4833984375,1856097,696.4833984375
2016-10-04,701.0372787216014,711.157239438055,698.507288542488,703.1532592773438,2557812,703.1532592773438
2016-10-05,707.0173022147937,707.0173022147937,696.7133303014717,698.6913452148438,1847125,698.6913452148438
2016-10-06,703.797340751265,705.2233241328184,690.0893700849302,692.6654052734375,1755184,692.6654052734375
2016-10-07,695.517474197575,695.7014847598012,688.8934870224082,691.1015014648438,1554398,691.1015014648438
2016-10-10,692.7114830037792,697.357454816655,689.9974816787484,695.011474609375,1365905,695.011474609375
2016-10-13,689.2615755605502,693.5855715111496,676.2895877087523,680.5216064453125,2996697,680.5216064453125
2016-10-14,681.6254602438008,687.2374166876258,678.405472347674,685.857421875,1849542,685.857421875
2016-10-17,687.5134383248633,687.6054716748566,673.4375017723438,675.2315063476562,1510291,675.2315063476562
2016-10-18,677.0716139487797,685.6735610312556,676.6576041841796,684.017578125,1901132,684.017578125
2016-10-19,688.5256284763022,698.2775721081255,687.2835991033978,690.2276000976562,2267328,690.2276000976562
2016-10-20,694.3673898861922,695.4254083700583,683.5114419239628,685.857421875,1360596,685.857421875
2016-10-21,687.23755372563,689.0775471760334,681.3035636176506,687.9275512695312,1807639,687.9275512695312
2016-10-24,689.9055402136194,693.4015164047945,685.6275331447478,687.3755493164062,1014731,687.3755493164062
2016-10-25,689.1693568457644,698.2773446719021,686.5473892772161,687.6054077148438,1924646,687.6054077148438
